,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,52.38%,57.14%,52.38%,52.38%,57.14%,57.14%
agree,33.33%,28.57%,38.1%,28.57%,28.57%,38.1%
neutral,14.29%,14.29%,9.52%,9.52%,4.76%,0%
disagree,0%,0%,0%,4.76%,4.76%,4.76%
strongly_disagree,0%,0%,0%,4.76%,4.76%,0%
na,0%,0%,0%,0%,0%,0%
responses,21.,21.,21.,21.,21.,21.
