,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,56.25%,37.5%,60.61%,48.48%,57.58%,30.3%
agree,18.75%,18.75%,27.27%,39.39%,24.24%,21.21%
neutral,15.62%,34.38%,12.12%,9.09%,15.15%,30.3%
disagree,9.38%,6.25%,0%,0%,0%,12.12%
strongly_disagree,0%,3.12%,0%,3.03%,3.03%,6.06%
na,0%,0%,0%,0%,0%,0%
responses,32.,32.,33.,33.,33.,33.
