,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,30%,25%,27.5%,25%,35%,22.5%
agree,37.5%,25%,37.5%,40%,40%,42.5%
neutral,25%,27.5%,20%,22.5%,17.5%,17.5%
disagree,2.5%,20%,0%,12.5%,5%,12.5%
strongly_disagree,0%,2.5%,0%,0%,2.5%,5%
na,5%,0%,15%,0%,0%,0%
responses,40.,40.,40.,40.,40.,40.
