,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,70%,70%,80%,70%,70%,90%
agree,30%,30%,10%,10%,10%,10%
neutral,0%,0%,0%,20%,20%,0%
disagree,0%,0%,10%,0%,0%,0%
strongly_disagree,0%,0%,0%,0%,0%,0%
na,0%,0%,0%,0%,0%,0%
responses,10.,10.,10.,10.,10.,10.
