,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,80%,60%,40%,60%,60%,60%
agree,20%,40%,40%,40%,40%,40%
neutral,0%,0%,20%,0%,0%,0%
disagree,0%,0%,0%,0%,0%,0%
strongly_disagree,0%,0%,0%,0%,0%,0%
na,0%,0%,0%,0%,0%,0%
responses,5.,5.,5.,5.,5.,5.
