,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,69.23%,58.33%,53.85%,69.23%,61.54%,69.23%
agree,23.08%,33.33%,30.77%,15.38%,30.77%,23.08%
neutral,7.69%,8.33%,7.69%,15.38%,7.69%,7.69%
disagree,0%,0%,0%,0%,0%,0%
strongly_disagree,0%,0%,0%,0%,0%,0%
na,0%,0%,7.69%,0%,0%,0%
responses,13.,12.,13.,13.,13.,13.
