,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,52.38%,42.86%,52.38%,57.14%,52.38%,42.86%
agree,19.05%,14.29%,28.57%,23.81%,14.29%,19.05%
neutral,19.05%,19.05%,14.29%,4.76%,14.29%,14.29%
disagree,9.52%,19.05%,4.76%,14.29%,14.29%,9.52%
strongly_disagree,0%,4.76%,0%,0%,4.76%,14.29%
na,0%,0%,0%,0%,0%,0%
responses,21.,21.,21.,21.,21.,21.
