,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,75.68%,78.38%,54.05%,70.27%,83.33%,72.22%
agree,18.92%,13.51%,37.84%,27.03%,16.67%,25%
neutral,2.7%,5.41%,2.7%,2.7%,0%,0%
disagree,0%,0%,5.41%,0%,0%,0%
strongly_disagree,2.7%,2.7%,0%,0%,0%,2.78%
na,0%,0%,0%,0%,0%,0%
responses,37.,37.,37.,37.,36.,36.
