,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,70%,60%,80%,70%,70%,50%
agree,30%,20%,20%,30%,20%,20%
neutral,0%,0%,0%,0%,10%,10%
disagree,0%,20%,0%,0%,0%,10%
strongly_disagree,0%,0%,0%,0%,0%,10%
na,0%,0%,0%,0%,0%,0%
responses,10.,10.,10.,10.,10.,10.
