,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,60%,50%,53.33%,60%,63.33%,40%
agree,36.67%,43.33%,36.67%,33.33%,30%,30%
neutral,3.33%,3.33%,6.67%,3.33%,3.33%,20%
disagree,0%,3.33%,0%,3.33%,3.33%,6.67%
strongly_disagree,0%,0%,0%,0%,0%,3.33%
na,0%,0%,3.33%,0%,0%,0%
responses,30.,30.,30.,30.,30.,30.
