,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,29.41%,35.29%,41.18%,41.18%,29.41%,23.53%
agree,29.41%,17.65%,17.65%,17.65%,11.76%,23.53%
neutral,0%,5.88%,11.76%,29.41%,11.76%,17.65%
disagree,5.88%,11.76%,17.65%,5.88%,5.88%,5.88%
strongly_disagree,35.29%,29.41%,11.76%,5.88%,41.18%,29.41%
na,0%,0%,0%,0%,0%,0%
responses,17.,17.,17.,17.,17.,17.
