,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,57.81%,53.12%,58.46%,59.38%,54.69%,50%
agree,32.81%,26.56%,26.15%,34.38%,26.56%,29.69%
neutral,6.25%,14.06%,10.77%,4.69%,15.62%,17.19%
disagree,0%,3.12%,1.54%,0%,0%,1.56%
strongly_disagree,3.12%,3.12%,1.54%,1.56%,3.12%,1.56%
na,0%,0%,1.54%,0%,0%,0%
responses,64.,64.,65.,64.,64.,64.
