,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,58.33%,58.33%,75%,58.33%,66.67%,50%
agree,25%,25%,8.33%,16.67%,8.33%,25%
neutral,8.33%,8.33%,8.33%,8.33%,25%,25%
disagree,8.33%,8.33%,8.33%,16.67%,0%,0%
strongly_disagree,0%,0%,0%,0%,0%,0%
na,0%,0%,0%,0%,0%,0%
responses,12.,12.,12.,12.,12.,12.
