,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,57.89%,47.37%,52.63%,31.58%,36.84%,68.42%
agree,31.58%,36.84%,42.11%,47.37%,36.84%,21.05%
neutral,5.26%,5.26%,5.26%,15.79%,15.79%,0%
disagree,5.26%,10.53%,0%,5.26%,5.26%,10.53%
strongly_disagree,0%,0%,0%,0%,5.26%,0%
na,0%,0%,0%,0%,0%,0%
responses,19.,19.,19.,19.,19.,19.
