,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,37.5%,50%,62.5%,62.5%,53.33%,75%
agree,43.75%,25%,25%,25%,20%,6.25%
neutral,6.25%,12.5%,6.25%,0%,6.67%,6.25%
disagree,6.25%,6.25%,0%,6.25%,13.33%,6.25%
strongly_disagree,0%,0%,0%,0%,0%,0%
na,6.25%,6.25%,6.25%,6.25%,6.67%,6.25%
responses,16.,16.,16.,16.,15.,16.
