,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,30%,20%,31.58%,20%,20%,25%
agree,20%,30%,21.05%,30%,25%,20%
neutral,25%,20%,21.05%,30%,15%,45%
disagree,15%,20%,15.79%,15%,10%,5%
strongly_disagree,10%,10%,10.53%,5%,30%,5%
na,0%,0%,0%,0%,0%,0%
responses,20.,20.,19.,20.,20.,20.
