,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,36.25%,36.71%,27.85%,35%,39.51%,30%
agree,32.5%,31.65%,29.11%,40%,38.27%,32.5%
neutral,17.5%,21.52%,26.58%,17.5%,14.81%,27.5%
disagree,2.5%,8.86%,1.27%,3.75%,3.7%,7.5%
strongly_disagree,1.25%,1.27%,2.53%,2.5%,3.7%,2.5%
na,10%,0%,12.66%,1.25%,0%,0%
responses,80.,79.,79.,80.,81.,80.
