,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,6.98%,78%,9.3%,50.94%,64.15%,58.49%
agree,4.65%,20%,4.65%,35.85%,32.08%,39.62%
neutral,4.65%,0%,2.33%,11.32%,3.77%,1.89%
disagree,0%,0%,0%,1.89%,0%,0%
strongly_disagree,0%,0%,0%,0%,0%,0%
na,83.72%,2%,83.72%,0%,0%,0%
responses,43.,50.,43.,53.,53.,53.
