,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,30.61%,35.71%,34.38%,27.55%,31.63%,35.71%
agree,36.73%,29.59%,41.67%,29.59%,36.73%,33.67%
neutral,14.29%,17.35%,14.58%,18.37%,18.37%,12.24%
disagree,6.12%,5.1%,1.04%,8.16%,3.06%,7.14%
strongly_disagree,10.2%,10.2%,5.21%,15.31%,9.18%,10.2%
na,2.04%,2.04%,3.12%,1.02%,1.02%,1.02%
responses,98.,98.,96.,98.,98.,98.
