,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,70%,65.52%,56.67%,70%,70%,43.33%
agree,26.67%,27.59%,30%,23.33%,23.33%,36.67%
neutral,3.33%,6.9%,10%,6.67%,6.67%,16.67%
disagree,0%,0%,0%,0%,0%,3.33%
strongly_disagree,0%,0%,0%,0%,0%,0%
na,0%,0%,3.33%,0%,0%,0%
responses,30.,29.,30.,30.,30.,30.
