,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,41.76%,37.06%,42.35%,34.12%,35.88%,27.65%
agree,31.76%,30%,38.82%,35.29%,39.41%,34.71%
neutral,11.76%,17.06%,9.41%,14.71%,14.71%,24.12%
disagree,9.41%,11.76%,5.88%,10.59%,4.71%,8.82%
strongly_disagree,5.29%,4.12%,2.35%,5.29%,5.29%,4.71%
na,0%,0%,1.18%,0%,0%,0%
responses,170.,170.,170.,170.,170.,170.
