,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,81.48%,82.76%,74.07%,77.42%,77.42%,87.1%
agree,3.7%,10.34%,14.81%,19.35%,12.9%,9.68%
neutral,7.41%,3.45%,3.7%,3.23%,9.68%,3.23%
disagree,0%,0%,0%,0%,0%,0%
strongly_disagree,0%,0%,0%,0%,0%,0%
na,7.41%,3.45%,7.41%,0%,0%,0%
responses,27.,29.,27.,31.,31.,31.
