,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,64.71%,58.82%,52.94%,52.94%,58.82%,41.18%
agree,29.41%,23.53%,29.41%,35.29%,29.41%,29.41%
neutral,5.88%,5.88%,5.88%,11.76%,11.76%,23.53%
disagree,0%,11.76%,0%,0%,0%,5.88%
strongly_disagree,0%,0%,0%,0%,0%,0%
na,0%,0%,11.76%,0%,0%,0%
responses,17.,17.,17.,17.,17.,17.
