,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,50%,41.67%,58.33%,45.45%,41.67%,41.67%
agree,25%,25%,25%,45.45%,33.33%,33.33%
neutral,8.33%,25%,8.33%,9.09%,16.67%,16.67%
disagree,0%,8.33%,0%,0%,0%,0%
strongly_disagree,0%,0%,0%,0%,0%,0%
na,16.67%,0%,8.33%,0%,8.33%,8.33%
responses,12.,12.,12.,11.,12.,12.
