,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,34.62%,30.77%,34.62%,24%,23.08%,30.77%
agree,34.62%,23.08%,30.77%,28%,11.54%,11.54%
neutral,19.23%,26.92%,26.92%,28%,26.92%,26.92%
disagree,7.69%,15.38%,7.69%,20%,23.08%,15.38%
strongly_disagree,3.85%,3.85%,0%,0%,15.38%,11.54%
na,0%,0%,0%,0%,0%,3.85%
responses,26.,26.,26.,25.,26.,26.
