,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,41.12%,22.43%,30.19%,21.7%,22.43%,20.56%
agree,40.19%,46.73%,43.4%,30.19%,37.38%,41.12%
neutral,11.21%,19.63%,16.98%,21.7%,18.69%,26.17%
disagree,4.67%,8.41%,0.94%,17.92%,14.02%,9.35%
strongly_disagree,2.8%,2.8%,0.94%,8.49%,7.48%,2.8%
na,0%,0%,7.55%,0%,0%,0%
responses,107.,107.,106.,106.,107.,107.
