,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,25.2%,26.19%,31.5%,26.98%,23.62%,26.98%
agree,46.46%,48.41%,46.46%,49.21%,39.37%,50%
neutral,16.54%,18.25%,14.17%,16.67%,22.83%,19.84%
disagree,6.3%,4.76%,4.72%,3.97%,8.66%,1.59%
strongly_disagree,5.51%,2.38%,0%,3.17%,5.51%,1.59%
na,0%,0%,3.15%,0%,0%,0%
responses,127.,126.,127.,126.,127.,126.
