,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,47.37%,35.14%,44.74%,28.95%,31.58%,31.58%
agree,18.42%,21.62%,28.95%,26.32%,23.68%,39.47%
neutral,15.79%,18.92%,13.16%,31.58%,21.05%,18.42%
disagree,13.16%,10.81%,2.63%,7.89%,10.53%,2.63%
strongly_disagree,2.63%,10.81%,2.63%,2.63%,10.53%,5.26%
na,2.63%,2.7%,7.89%,2.63%,2.63%,2.63%
responses,38.,37.,38.,38.,38.,38.
