,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,56.03%,59.48%,43.97%,37.93%,53.91%,51.3%
agree,26.72%,23.28%,31.9%,26.72%,30.43%,31.3%
neutral,10.34%,11.21%,18.1%,21.55%,9.57%,12.17%
disagree,4.31%,1.72%,3.45%,8.62%,2.61%,1.74%
strongly_disagree,0.86%,2.59%,0.86%,3.45%,1.74%,1.74%
na,1.72%,1.72%,1.72%,1.72%,1.74%,1.74%
responses,116.,116.,116.,116.,115.,115.
