,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,39.62%,37.74%,41.9%,39.05%,41.51%,37.14%
agree,41.51%,33.02%,38.1%,41.9%,37.74%,29.52%
neutral,11.32%,16.04%,13.33%,12.38%,15.09%,20%
disagree,0.94%,7.55%,1.9%,2.86%,1.89%,5.71%
strongly_disagree,5.66%,4.72%,1.9%,2.86%,2.83%,4.76%
na,0.94%,0.94%,2.86%,0.95%,0.94%,2.86%
responses,106.,106.,105.,105.,106.,105.
