,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,64.29%,50%,64.29%,50%,64.29%,42.86%
agree,21.43%,21.43%,28.57%,35.71%,21.43%,28.57%
neutral,14.29%,7.14%,7.14%,7.14%,7.14%,21.43%
disagree,0%,14.29%,0%,0%,0%,0%
strongly_disagree,0%,7.14%,0%,7.14%,7.14%,7.14%
na,0%,0%,0%,0%,0%,0%
responses,14.,14.,14.,14.,14.,14.
