,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,59.26%,60.75%,54.63%,61.11%,63.89%,64.81%
agree,28.7%,24.3%,32.41%,29.63%,28.7%,26.85%
neutral,4.63%,7.48%,7.41%,6.48%,4.63%,2.78%
disagree,4.63%,5.61%,0.93%,1.85%,0.93%,4.63%
strongly_disagree,1.85%,0.93%,0.93%,0%,0.93%,0%
na,0.93%,0.93%,3.7%,0.93%,0.93%,0.93%
responses,108.,107.,108.,108.,108.,108.
