,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,18.48%,18.48%,23.91%,19.57%,13.04%,15.05%
agree,34.78%,22.83%,33.7%,40.22%,35.87%,20.43%
neutral,20.65%,35.87%,30.43%,18.48%,25%,37.63%
disagree,17.39%,10.87%,8.7%,14.13%,16.3%,12.9%
strongly_disagree,8.7%,11.96%,2.17%,7.61%,9.78%,13.98%
na,0%,0%,1.09%,0%,0%,0%
responses,92.,92.,92.,92.,92.,93.
