,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,67.65%,58.82%,71.43%,58.82%,70.59%,50%
agree,32.35%,20.59%,17.14%,32.35%,26.47%,17.65%
neutral,0%,11.76%,2.86%,2.94%,2.94%,17.65%
disagree,0%,5.88%,2.86%,2.94%,0%,5.88%
strongly_disagree,0%,2.94%,0%,2.94%,0%,8.82%
na,0%,0%,5.71%,0%,0%,0%
responses,34.,34.,35.,34.,34.,34.
