,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,66.67%,58.33%,75%,66.67%,58.33%,33.33%
agree,25%,33.33%,16.67%,25%,33.33%,50%
neutral,8.33%,8.33%,8.33%,8.33%,8.33%,16.67%
disagree,0%,0%,0%,0%,0%,0%
strongly_disagree,0%,0%,0%,0%,0%,0%
na,0%,0%,0%,0%,0%,0%
responses,12.,12.,12.,12.,12.,12.
