,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,78.95%,76.32%,67.57%,68.42%,73.68%,60.53%
agree,10.53%,13.16%,24.32%,23.68%,21.05%,28.95%
neutral,5.26%,5.26%,5.41%,5.26%,2.63%,7.89%
disagree,2.63%,2.63%,0%,0%,2.63%,0%
strongly_disagree,2.63%,2.63%,2.7%,2.63%,0%,2.63%
na,0%,0%,0%,0%,0%,0%
responses,38.,38.,37.,38.,38.,38.
