,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,40%,30%,40%,30%,30%,30%
agree,40%,50%,50%,30%,50%,50%
neutral,10%,10%,0%,0%,20%,20%
disagree,10%,10%,0%,20%,0%,0%
strongly_disagree,0%,0%,0%,20%,0%,0%
na,0%,0%,10%,0%,0%,0%
responses,10.,10.,10.,10.,10.,10.
