,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,20.59%,51.35%,20.59%,56.41%,43.59%,53.85%
agree,5.88%,37.84%,5.88%,41.03%,48.72%,41.03%
neutral,11.76%,5.41%,11.76%,2.56%,2.56%,5.13%
disagree,0%,0%,0%,0%,5.13%,0%
strongly_disagree,0%,0%,0%,0%,0%,0%
na,61.76%,5.41%,61.76%,0%,0%,0%
responses,34.,37.,34.,39.,39.,39.
