,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,50%,28.57%,35.71%,42.86%,50%,14.29%
agree,28.57%,64.29%,42.86%,28.57%,28.57%,50%
neutral,21.43%,7.14%,14.29%,21.43%,0%,28.57%
disagree,0%,0%,0%,0%,21.43%,0%
strongly_disagree,0%,0%,0%,7.14%,0%,7.14%
na,0%,0%,7.14%,0%,0%,0%
responses,14.,14.,14.,14.,14.,14.
