,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,69.23%,69.23%,69.23%,76.92%,76.92%,46.15%
agree,23.08%,7.69%,30.77%,7.69%,23.08%,23.08%
neutral,7.69%,15.38%,0%,7.69%,0%,23.08%
disagree,0%,7.69%,0%,7.69%,0%,7.69%
strongly_disagree,0%,0%,0%,0%,0%,0%
na,0%,0%,0%,0%,0%,0%
responses,13.,13.,13.,13.,13.,13.
