,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,61.54%,53.85%,61.54%,53.85%,53.85%,41.67%
agree,30.77%,30.77%,38.46%,38.46%,38.46%,33.33%
neutral,7.69%,15.38%,0%,0%,7.69%,16.67%
disagree,0%,0%,0%,7.69%,0%,8.33%
strongly_disagree,0%,0%,0%,0%,0%,0%
na,0%,0%,0%,0%,0%,0%
responses,13.,13.,13.,13.,13.,12.
