,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,47.65%,39.29%,49.4%,45.29%,47.62%,30.99%
agree,31.18%,27.98%,35.12%,34.12%,35.12%,19.3%
neutral,12.94%,22.02%,11.31%,15.88%,13.1%,22.81%
disagree,7.65%,7.14%,1.19%,2.94%,2.98%,19.3%
strongly_disagree,0.59%,3.57%,0%,1.76%,1.19%,7.6%
na,0%,0%,2.98%,0%,0%,0%
responses,170.,168.,168.,170.,168.,171.
