,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,61.29%,65.79%,54.55%,65.79%,65.79%,63.16%
agree,16.13%,21.05%,18.18%,21.05%,26.32%,28.95%
neutral,9.68%,10.53%,9.09%,10.53%,5.26%,5.26%
disagree,0%,0%,3.03%,0%,0%,0%
strongly_disagree,0%,0%,3.03%,0%,0%,0%
na,12.9%,2.63%,12.12%,2.63%,2.63%,2.63%
responses,31.,38.,33.,38.,38.,38.
