,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,33.33%,41.67%,50%,50%,50%,58.33%
agree,25%,16.67%,16.67%,16.67%,0%,16.67%
neutral,8.33%,16.67%,25%,8.33%,16.67%,8.33%
disagree,25%,16.67%,0%,16.67%,8.33%,8.33%
strongly_disagree,0%,0%,0%,0%,16.67%,0%
na,8.33%,8.33%,8.33%,8.33%,8.33%,8.33%
responses,12.,12.,12.,12.,12.,12.
