,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,53.33%,27.59%,46.67%,43.33%,63.33%,20%
agree,26.67%,37.93%,36.67%,36.67%,23.33%,30%
neutral,6.67%,17.24%,6.67%,13.33%,10%,26.67%
disagree,10%,13.79%,3.33%,0%,3.33%,13.33%
strongly_disagree,0%,3.45%,0%,6.67%,0%,10%
na,3.33%,0%,6.67%,0%,0%,0%
responses,30.,29.,30.,30.,30.,30.
