,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,95%,90%,60%,85%,85%,95%
agree,0%,5%,5%,5%,10%,0%
neutral,5%,5%,25%,5%,5%,5%
disagree,0%,0%,0%,0%,0%,0%
strongly_disagree,0%,0%,0%,0%,0%,0%
na,0%,0%,10%,5%,0%,0%
responses,20.,20.,20.,20.,20.,20.
