,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,34.29%,37.14%,29.41%,22.86%,31.43%,31.43%
agree,34.29%,40%,44.12%,48.57%,48.57%,45.71%
neutral,25.71%,20%,23.53%,8.57%,17.14%,14.29%
disagree,2.86%,2.86%,0%,14.29%,0%,8.57%
strongly_disagree,0%,0%,0%,5.71%,2.86%,0%
na,2.86%,0%,2.94%,0%,0%,0%
responses,35.,35.,34.,35.,35.,35.
