,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,40%,46.67%,46.67%,40%,33.33%,60%
agree,53.33%,40%,20%,53.33%,53.33%,33.33%
neutral,0%,6.67%,20%,0%,6.67%,0%
disagree,0%,6.67%,6.67%,6.67%,6.67%,6.67%
strongly_disagree,0%,0%,0%,0%,0%,0%
na,6.67%,0%,6.67%,0%,0%,0%
responses,15.,15.,15.,15.,15.,15.
