,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,80%,76.67%,86.67%,76.67%,73.33%,80%
agree,16.67%,16.67%,13.33%,16.67%,20%,13.33%
neutral,3.33%,6.67%,0%,3.33%,3.33%,6.67%
disagree,0%,0%,0%,3.33%,3.33%,0%
strongly_disagree,0%,0%,0%,0%,0%,0%
na,0%,0%,0%,0%,0%,0%
responses,30.,30.,30.,30.,30.,30.
