,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,80%,90%,88.89%,90%,80%,90%
agree,20%,10%,11.11%,0%,20%,0%
neutral,0%,0%,0%,10%,0%,10%
disagree,0%,0%,0%,0%,0%,0%
strongly_disagree,0%,0%,0%,0%,0%,0%
na,0%,0%,0%,0%,0%,0%
responses,10.,10.,9.,10.,10.,10.
