,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,46.15%,46.15%,53.85%,38.46%,46.15%,53.85%
agree,15.38%,23.08%,23.08%,23.08%,15.38%,7.69%
neutral,23.08%,23.08%,15.38%,30.77%,23.08%,30.77%
disagree,15.38%,7.69%,0%,7.69%,15.38%,0%
strongly_disagree,0%,0%,0%,0%,0%,7.69%
na,0%,0%,7.69%,0%,0%,0%
responses,13.,13.,13.,13.,13.,13.
