,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,40%,35%,40%,35%,35%,35%
agree,35%,40%,30%,45%,35%,40%
neutral,15%,10%,15%,10%,10%,10%
disagree,10%,10%,5%,5%,15%,10%
strongly_disagree,0%,5%,0%,5%,5%,5%
na,0%,0%,10%,0%,0%,0%
responses,20.,20.,20.,20.,20.,20.
