,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,48.65%,51.35%,54.05%,37.84%,35.14%,27.03%
agree,45.95%,37.84%,40.54%,40.54%,43.24%,48.65%
neutral,2.7%,10.81%,5.41%,13.51%,16.22%,13.51%
disagree,2.7%,0%,0%,8.11%,5.41%,8.11%
strongly_disagree,0%,0%,0%,0%,0%,2.7%
na,0%,0%,0%,0%,0%,0%
responses,37.,37.,37.,37.,37.,37.
