,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,12.5%,60.78%,10%,55.77%,46.15%,48.08%
agree,0%,35.29%,2.5%,34.62%,42.31%,46.15%
neutral,0%,1.96%,0%,5.77%,11.54%,3.85%
disagree,0%,0%,0%,3.85%,0%,1.92%
strongly_disagree,0%,0%,0%,0%,0%,0%
na,87.5%,1.96%,87.5%,0%,0%,0%
responses,40.,51.,40.,52.,52.,52.
