,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,40%,40%,46.67%,33.33%,33.33%,33.33%
agree,46.67%,40%,46.67%,40%,60%,60%
neutral,0%,13.33%,6.67%,6.67%,6.67%,6.67%
disagree,13.33%,0%,0%,6.67%,0%,0%
strongly_disagree,0%,6.67%,0%,13.33%,0%,0%
na,0%,0%,0%,0%,0%,0%
responses,15.,15.,15.,15.,15.,15.
