,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,37.5%,37.5%,37.5%,25%,25%,25%
agree,37.5%,25%,37.5%,62.5%,37.5%,50%
neutral,0%,12.5%,0%,0%,0%,0%
disagree,12.5%,12.5%,0%,0%,12.5%,12.5%
strongly_disagree,0%,0%,0%,0%,12.5%,0%
na,12.5%,12.5%,25%,12.5%,12.5%,12.5%
responses,8.,8.,8.,8.,8.,8.
