,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,57.14%,57.14%,57.14%,50%,64.29%,57.14%
agree,28.57%,21.43%,35.71%,28.57%,21.43%,28.57%
neutral,0%,7.14%,0%,7.14%,14.29%,14.29%
disagree,0%,7.14%,0%,7.14%,0%,0%
strongly_disagree,14.29%,7.14%,7.14%,7.14%,0%,0%
na,0%,0%,0%,0%,0%,0%
responses,14.,14.,14.,14.,14.,14.
