,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,43.75%,33.33%,43.75%,31.25%,37.5%,43.75%
agree,31.25%,40%,43.75%,37.5%,31.25%,25%
neutral,18.75%,13.33%,12.5%,25%,18.75%,25%
disagree,6.25%,6.67%,0%,0%,12.5%,0%
strongly_disagree,0%,6.67%,0%,6.25%,0%,6.25%
na,0%,0%,0%,0%,0%,0%
responses,16.,15.,16.,16.,16.,16.
