,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,46.15%,57.69%,50%,53.85%,46.15%,50%
agree,19.23%,19.23%,30.77%,23.08%,26.92%,30.77%
neutral,23.08%,11.54%,11.54%,11.54%,19.23%,11.54%
disagree,11.54%,7.69%,3.85%,7.69%,7.69%,3.85%
strongly_disagree,0%,3.85%,0%,0%,0%,3.85%
na,0%,0%,3.85%,3.85%,0%,0%
responses,26.,26.,26.,26.,26.,26.
