,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,46.43%,42.86%,42.86%,35.71%,46.43%,57.14%
agree,46.43%,42.86%,42.86%,39.29%,46.43%,39.29%
neutral,3.57%,7.14%,7.14%,17.86%,7.14%,3.57%
disagree,0%,7.14%,3.57%,7.14%,0%,0%
strongly_disagree,3.57%,0%,3.57%,0%,0%,0%
na,0%,0%,0%,0%,0%,0%
responses,28.,28.,28.,28.,28.,28.
