,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,69.05%,61.9%,73.81%,63.41%,66.67%,47.62%
agree,21.43%,16.67%,26.19%,19.51%,26.19%,16.67%
neutral,7.14%,14.29%,0%,12.2%,0%,28.57%
disagree,2.38%,4.76%,0%,4.88%,4.76%,2.38%
strongly_disagree,0%,2.38%,0%,0%,2.38%,4.76%
na,0%,0%,0%,0%,0%,0%
responses,42.,42.,42.,41.,42.,42.
