,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,36.36%,34.78%,31.82%,34.78%,31.82%,47.62%
agree,36.36%,26.09%,22.73%,30.43%,31.82%,19.05%
neutral,0%,21.74%,13.64%,0%,4.55%,9.52%
disagree,9.09%,4.35%,9.09%,21.74%,13.64%,9.52%
strongly_disagree,4.55%,4.35%,4.55%,4.35%,9.09%,4.76%
na,13.64%,8.7%,18.18%,8.7%,9.09%,9.52%
responses,22.,23.,22.,23.,22.,21.
