,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,13.64%,24.14%,13.64%,27.27%,6.06%,60.61%
agree,9.09%,44.83%,4.55%,48.48%,36.36%,24.24%
neutral,0%,17.24%,0%,12.12%,27.27%,9.09%
disagree,4.55%,0%,9.09%,6.06%,18.18%,3.03%
strongly_disagree,0%,6.9%,0%,6.06%,12.12%,3.03%
na,72.73%,6.9%,72.73%,0%,0%,0%
responses,22.,29.,22.,33.,33.,33.
