,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,69.49%,71.19%,60%,62.71%,69.49%,68.97%
agree,20.34%,16.95%,30%,28.81%,20.34%,24.14%
neutral,10.17%,10.17%,6.67%,8.47%,10.17%,6.9%
disagree,0%,1.69%,0%,0%,0%,0%
strongly_disagree,0%,0%,0%,0%,0%,0%
na,0%,0%,3.33%,0%,0%,0%
responses,59.,59.,60.,59.,59.,58.
